,product_id,star_rating,total_votes,helpful_votes,review_body,possentiment,neusentiment,negsentiment,reviews
10,B0083Q04IQ,2,2,1,love this device much better than the Nook Problem the software literally the WORST EVER constantly have shut down the stupid thing and the moment taking forever write this because the little blinking line keeps going back the start this review that have keep deleting words behind the first letter also lags Lot The sorts all apps and similar things what you used last played Temple Run most recently that app would the front the line The line out the correct order and any app you plan pay just flat out doesn work and you can anything When problems such these occur most,0.07,0.8079999999999999,0.122,love device much better nook problem software literally worst ever constantly shut stupid thing moment taking forever write little blinking line keeps going back start review keep deleting words behind first letter also lags lot the sorts apps similar things used last played temple run recently app front line the line correct order app plan pay flat work anything when problems occur
11,B00BWYQ9YE,4,0,0,have owned and enjoyed the inch Fire and Fire Just received the Fire HDX inch very easy set and much faster than the Fire will hopefully replace Email Words with friends etc work great the HDX Instead replacing the Fire use both the and HDX now because the HDX does not have the Zinga Poker app which the device The Mayday which great rep said Zinga Poker has not written the spec for the HDX yet had know the HDX missing apps used playing the would have not upgraded the HDX until everything that had the was available the HDX Hope this helps,0.124,0.778,0.098,owned enjoyed inch fire fire just received fire hdx inch easy set much faster fire hopefully replace email words friends etc work great hdx instead replacing fire hdx hdx zinga poker app device the mayday great rep said zinga poker written spec hdx yet know hdx missing apps used playing upgraded hdx everything available hdx hope helps
12,B0083PWAPW,5,1,1,chose this rating cause this how feel The Kindle Fire awesome everything can want tablet recommend this all friends and everybody else take mind everywhere love order came right time Thanks,0.324,0.634,0.042,chose rating cause feel the kindle fire awesome everything want tablet recommend friends everybody else take mind everywhere love order came right time thanks
13,B0051VVOB2,5,2,1,Love Kindle Fire had buy one for friend and planning getting one for son ventures off school Would recommend this product for those who want something different that the normal life,0.24,0.7120000000000001,0.049,love kindle fire buy one friend planning getting one son ventures school would recommend product want something different normal life
14,B00BWYQ9YE,5,1,0,ordered this holiday gift for love love the color bright love the prime film making movie watching easy would like amazon hook with edge get another choice for holder one with room store the charging cord,0.433,0.5670000000000001,0.0,ordered holiday gift love love color bright love prime film making movie watching easy like amazon hook edge another choice holder one room store charging cord
15,B00BWYQ9YE,2,3,1,have been iOS user since the very first iPad also own iPhone However pretty much hate the User Interface iOS and find the phone too small for web browsing iPad old that web pages overload the internal memory and cause crashes decided the time was right start exploring Android found the Amazon interface confusing Too much going also really don like how limited the Amazon store but understand the business model them offering the tablet cheaper for that reason the end figured could live with the for was wrong The problem not Android going end buying Nexus also have decided not like the inch tablet form factor but for some reason found web pages the Nexus inch easier read than the Fire HDX inch Perhaps there font difference,0.051,0.857,0.092,ios user since first ipad also iphone however pretty much hate user interface ios find phone small web browsing ipad old web pages overload internal memory cause crashes decided time right start exploring android found amazon interface confusing too much going also really like limited amazon store understand business model offering tablet cheaper reason end figured could live wrong the problem android going end buying nexus also decided like inch tablet form factor reason found web pages nexus inch easier read fire hdx inch perhaps font difference
16,B00BWYQ9YE,5,0,0,bought this for daughter for Christmas and she hasn put down since can see why there are parental controls now She can play games watch movies read books and and Customer Service was awesome,0.217,0.7829999999999999,0.0,bought daughter christmas put since see parental controls she play games watch movies read books customer service awesome
17,B0083PWAPW,5,0,0,Its perfectic for like read and play different games when traveling works great for like the size and the color screen easy the eyes can browes the internet and facebook too Great weather app whats not love,0.298,0.649,0.053,its perfectic like read play different games traveling works great like size color screen easy eyes browes internet facebook great weather app whats love
18,B0083Q04IQ,4,0,0,easy use but would like you had put password every time you made purchase because son the one who uses the most,0.14800000000000002,0.852,0.0,easy like put password every time made purchase son one uses
19,B0083PWAPW,2,4,1,the Kindle fine for email reading books and magazines and for Facebook type stuff The internet browser sucks Many online videos will not play the Kindle Unless all you want email and read books would suggest something else,0.066,0.836,0.09699999999999999,kindle fine email reading books magazines facebook type stuff the internet browser sucks many online videos play kindle unless want email read books suggest something else
20,B0083Q04IQ,5,0,0,love with kindle fire wish had and know could buy one with but don want spend that much Other than that family gets ton enjoyment from this awesome product And kindle support awesome,0.371,0.583,0.046,love kindle fire wish know could buy one want spend much other family ton enjoyment awesome product and kindle support awesome
21,B0051VVOB2,5,6,5,bought the Fire Christmas present myself had some second thoughts after reading some the negative reviews held off until Christmas unwrap the package and couldn have been more surprised The Fire has operated promised Too many reviewers tried compare the Fire with IPAD which not exactly what Amazon advertised find the Silk browser fast desktop the display awesome steaming content plays without and using the Fire intuitive promised the Fire media device with the added ability access the internet and email allows avoid booting desktop just for quick email check web search sure there are more apps that could install but far everything that want think need has been available including Angry Birds There are still features haven used such the Cloud but time goes expect the Fire will handle them seemlessly The only thing find even bit rather narrow selection free media Prime The hype with Prime was there were thousands free video and text available sure there are one was count but the question how many them would consumer really want view read All all the Fire great buy and will most likely purchase second one for wife,0.129,0.772,0.099,bought fire christmas present second thoughts reading negative reviews held christmas unwrap package surprised the fire operated promised too many reviewers tried compare fire ipad exactly amazon advertised find silk browser fast desktop display awesome steaming content plays without using fire intuitive promised fire media device added ability access internet email allows avoid booting desktop quick email check web search sure apps could install far everything want think need available including angry birds there still features used cloud time goes expect fire handle seemlessly the thing find even bit rather narrow selection free media prime the hype prime thousands free video text available sure one count question many consumer really want view read all fire great buy likely purchase second one wife
22,B0051VVOB2,5,0,0,you read all you need Kindle easy use words big enough where you don have problem reading any situation Amazon has enough Free stuff you join Prime keep you reading forever Down loading games for the most part are cheep not free and the books are cheap and bunch free ones real hold plane car bed night sitting your favorite chair you prefer standing line airport,0.17300000000000001,0.777,0.05,read need kindle easy words big enough problem reading situation amazon enough free stuff join prime keep reading forever down loading games part cheep free books cheap bunch free ones real hold plane car bed night sitting favorite chair prefer standing line airport
23,B0051VVOB2,4,3,2,have both iPad and kindle fire They both have their places The fire does exactly what was advertised need bash for being value oriented tablet think the fire going great for traveling thanks its small size and light weight There are few quirks with the software but this common with brand new device The default news stand view little annoying would nice able customize the main interface This does however keep the device better organized than the iPad the amazon app store expands and they bring instant videos will really help the case for amazon tablet market,0.155,0.772,0.073,ipad kindle fire they places the fire exactly advertised need bash value oriented tablet think fire going great traveling thanks small size light weight there quirks software common brand new device the default news stand view little annoying nice able customize main interface this however keep device better organized ipad amazon app store expands bring instant videos really help case amazon tablet market
24,B0083Q04IQ,4,0,0,recently passed years work and one the items available for service award was gen Kindle Fire Got for free Sure cannot beat that price far happy with the device itself Was easy set and get working Connected home network with problems Was already member Amazon Prime downloaded freebie short story from the Kindle Lending Library make sure that worked Went good problem also subscribe Netflix Downloaded the Kindle app for that and seems work fine Just you know you buy app via your install later the Kindle will not show the cloud patient will get there Would nice Kindle had Flash Player but knew ahead time that was not the case Not the fault Amazon Kindle Adobe decided that they would longer support Flash the Android platform Next found link the Open Library project org the Amazon site This one the sites where thousands ebooks are available borrowed cost This where got first bad surprise Some the older books the archive are available for download MOBI PDF ePub formats Some also have the Send Kindle option which Amazon may may not charge fee for EVERY ONE the more modern books was interested had only reading options The first was format that delivered your browser real time You cannot download that format read later off line The two formats that can downloaded for later reading are protected PDF and protected ePub These formats least through Open Library must managed via Adobe Digital Editions which Kindle does not support yeah there are lots books Open Library that was interested but cannot read them Kindle Also linked from Amazon Many Books manybooks net Most all their content Kindle compatible but Idid not see anything there was really interested There are probably other options out there the web big place have not had chance look yet but was Many Books and Open Library Update April may have jumped the gun bit Sorry Content that protected Adobe DRM cannot opened the Kindle reader but think there work around According the Adobe website their DRM software Adobe Digital Editions will work with the Aldiko reader app Aldiko can loaded onto the Kindle The Aldiko app the Amazon app store two versions The free version dumbed down and supported The premium version only and has advanced features and ads pretty busy right now cannot play around with this check out Will update this post again when get chance try out,0.133,0.782,0.085,recently passed years work one items available service award gen kindle fire got free sure cannot beat price far happy device was easy set working connected home network problems was already member amazon prime downloaded freebie short story kindle lending library make sure worked went good problem also subscribe netflix downloaded kindle app seems work fine just know buy app via install later kindle show cloud patient would nice kindle flash player knew ahead time case not fault amazon kindle adobe decided longer support flash android platform next found link open library project org amazon site this one sites thousands ebooks available borrowed cost this first bad surprise some older books archive available download mobi pdf epub formats some also send kindle option amazon may may charge fee every one modern books interested reading options the first format delivered browser real time you cannot download format read later line the two formats downloaded later reading protected pdf protected epub these formats least open library must managed via adobe digital editions kindle support yeah lots books open library interested cannot read kindle also linked amazon many books manybooks net most content kindle compatible idid see anything really interested there probably options web big place chance look yet many books open library update april may jumped gun bit sorry content protected adobe drm cannot opened kindle reader think work around according adobe website drm software adobe digital editions work aldiko reader app aldiko loaded onto kindle the aldiko app amazon app store two versions the free version dumbed supported the premium version advanced features ads pretty busy right cannot play around check will update post chance try
25,B0083Q04IQ,3,1,1,was surprised find that Kindle Fire had battery life only about hours stayed off WiFi and dimmed the brightness After several with the very nice people Amazon support exchanged device But the second not better This would not device for long trip when away from recharging capability for more than few hours Otherwise the device although heavier than had realized,0.17600000000000002,0.767,0.057,surprised find kindle fire battery life hours stayed wifi dimmed brightness after several nice people amazon support exchanged device but second better this device long trip away recharging capability hours otherwise device although heavier realized
26,B0083PWAPW,2,13,1,With all the hype this product bought hoping have fun with live Trinidad and you cannot get any apps this device once you live outside the states HONESTLY HATE THIS liability suggest Amazon should stop selling this device Countries where their apps are currently not supported,0.163,0.691,0.147,with hype product bought hoping fun live trinidad cannot apps device live outside states honestly hate this liability suggest amazon stop selling device countries apps currently supported
27,B0051VVOB2,5,4,3,bought the Kindle Fire for husband who has routinely opted Xoom for over year have say might have start stealing his Fire from time time smaller than used and lighter far The interface easy negotiate little too easy for liking with the carousel but husband good with and the whole device much more snappy than expected really impressed with the video streaming The resolution much better than thought and streamed just like more costly tablet without any problems weird buffering That said don like much for reading much prefer ink the backlit screen which the case with Xoom too others have mentioned haven yet figured out how get the page numbers progress meter reliably show which little vexing but not huge deal for,0.15,0.768,0.08199999999999999,bought kindle fire husband routinely opted xoom year say might start stealing fire time time smaller used lighter far the interface easy negotiate little easy liking carousel husband good whole device much snappy expected really impressed video streaming the resolution much better thought streamed like costly tablet without problems weird buffering that said like much reading much prefer ink backlit screen case xoom others mentioned yet figured page numbers progress meter reliably show little vexing huge deal
28,B00BWYQ9YE,5,0,0,great read and play games the kindle fire hdx because light can play read the dark and light,0.252,0.68,0.068,great read play games kindle fire hdx light play read dark light
29,B0083Q04IQ,5,2,1,have just purchased Kindle expecting that the next Kindle will good all Kindles first Kindle was Kindle ereader still being used because love the weight the Kindle night before sleep and all want able read good book purchase the Kindle reader and loved right away Only thing that husband didn love that was purchasing may books did short stint with Nook because could get local library books soon Kindle book were available through library switched right back and gave away the Nook Since first Kindle have purchased Kindle Loved all was able with Before Christmas was able purchase the Kindle special deal love the size the larger Kindle did give the Kindle grandson love the Kindle Freetime Unlimited because can control the access grandson limited only what want him have Because the Kindle Freetime Unlimited have also purchased Kindle Fire not for Nothing like Kindle Freetime Unlimited available with any other apps wish the Kindle Freetime Unlimited was available free Just think how many parents etc would jump something keep our little ones safe,0.17300000000000001,0.8109999999999999,0.016,purchased kindle expecting next kindle good kindles first kindle kindle ereader still used love weight kindle night sleep want able read good book purchase kindle reader loved right away only thing husband love purchasing may books short stint nook could local library books soon kindle book available library switched right back gave away nook since first kindle purchased kindle loved able before christmas able purchase kindle special deal love size larger kindle give kindle grandson love kindle freetime unlimited control access grandson limited want because kindle freetime unlimited also purchased kindle fire nothing like kindle freetime unlimited available apps wish kindle freetime unlimited available free just think many parents etc jump something keep little ones safe
30,B0051VVOB2,2,1,0,had return this product since was too put together and did not really like,0.0,0.8859999999999999,0.114,return product since put together really like
31,B00BWYQ9YE,4,0,0,received HDX early Feb have been looking ever since for this annoying blue margin have not found The xray feature good but thought was more than just Amazon which absolutely wonderful far goes just doesn far enough Since also have Kindle Fire first loved too will admit the HDX faster more inclusive all things The screen wonderful the size the may seem the same the original but putting them against one another the HDX big stars are not because the useless front camera not only difficult understand have not yet found any usefulness not sype Still love with Kindles and the Amazon community,0.149,0.78,0.071,received hdx early feb looking ever since annoying blue margin found the xray feature good thought amazon absolutely wonderful far goes far enough since also kindle fire first loved admit hdx faster inclusive things the screen wonderful size may seem original putting one another hdx big stars useless front camera difficult understand yet found usefulness sype still love kindles amazon community
32,B0051VVOB2,1,16,2,NOT buy this device have had for about month have had way many problems with locking having hard shut restart Now isn even holding charge won even turn repeat NOT buy this item,0.0,0.909,0.091,not buy device month way many problems locking hard shut restart now even holding charge even turn repeat not buy item
33,B0083Q04IQ,4,0,0,purchased this for year old little girl for Christmas she has been love with since opening Although have say little because took getting Kindle get one that charged properly From reading reviews and the internet the charging the main problem with the Kindle That would only complaint and only thing keeping from stars,0.055,0.81,0.136,purchased year old little girl christmas love since opening although say little took getting kindle one charged properly from reading reviews internet charging main problem kindle that complaint thing keeping stars
34,B0083Q04IQ,5,0,0,have day Prime movies for free can carry around with and use phone for checking emails and reading hews can down load books for free for cheap price and read any where can good size that fits purse not heavy carry around happy with,0.188,0.812,0.0,day prime movies free carry around phone checking emails reading hews load books free cheap price read good size fits purse heavy carry around happy
35,B0083PWAPW,2,19,8,was excited receive this new Kindle Fire but from the moment took out the packging had problems with always loved the Kindle family and have believed their products were top notch however this sadly not the case with the Fire had for about week and had factory reset about four times will randomly tell unknown error had occurred and have uninstall all apps and books and install them That lucky and can get connect the wifi The date time randomly reset January which makes impossible connect the Amazon Appstore however the device won let change the date time This all top the ads that pervade the system that apparently have pay extra opt out what were you thinking Amazon faulty device with software that you clearly released too early without working out all the bugs AND you want pay you extra not see third party ads This low point for what always seen top tier retailer,0.09699999999999999,0.7829999999999999,0.12,excited receive new kindle fire moment took packging problems always loved kindle family believed products top notch however sadly case fire week factory reset four times randomly tell unknown error occurred uninstall apps books install that lucky connect wifi the date time randomly reset january makes impossible connect amazon appstore however device let change date time this top ads pervade system apparently pay extra opt thinking amazon faulty device software clearly released early without working bugs and want pay extra see third party ads this low point always seen top tier retailer
36,B0083PWAPW,3,0,0,parece muy bueno sin embargo como estoy venezuela tengo acceso tienda amazon para escargar libros juegos etc,0.064,0.7170000000000001,0.21899999999999997,parece muy bueno sin embargo como estoy venezuela tengo acceso tienda amazon para escargar libros juegos etc
37,B0083PWAPW,5,0,0,THE BEST EVER BATTERY LIFE EXCELLENT BRIGHT AND VERY CLEAR WOULD RECOMMEND FOR CHILDREN HAS MANY GAMES,0.444,0.556,0.0,the best ever battery life excellent bright and very clear would recommend for children has many games
38,B0051VVOB2,5,3,1,This product Kindle Fire was purchased husband for Christmas present easy item get great games books etc happy with Kindle and take everywhere,0.26,0.687,0.053,this product kindle fire purchased husband christmas present easy item great games books etc happy kindle take everywhere
39,B0051VVOB2,5,1,1,wasn sure about buying this for year old daughter happy that did She loves read and this has encouraged her read even more She doesn leave the house without the Kindle Fire wish there were more library titles choose from use for email and facebook instead the laptop have had for almost month and love,0.25,0.725,0.025,sure buying year old daughter happy she loves read encouraged read even she leave house without kindle fire wish library titles choose email facebook instead laptop almost month love
40,B0083PWAPW,5,3,3,researched and debated whether buy the Amazon Kindle IPAD love not hesitate buy this Kindle spend hours yourself favor and buy stylus though,0.263,0.737,0.0,researched debated whether buy amazon kindle ipad love hesitate buy kindle spend hours favor buy stylus though
41,B0051VVOB2,1,20,3,Every time use mine the battery dead locks all the time also takes long time turn gets really hot when charging the bright side makes nice Failure product waste money,0.10300000000000001,0.708,0.18899999999999997,every time mine battery dead locks time also takes long time turn really hot charging bright side makes nice failure product waste money
42,B0051VVOB2,5,1,1,Love still getting use using but far great for reading and watching movies Have not tried the show part yet highly recommend you get cover that can also used stand otherwise does get heavy holding while reading watching movie,0.215,0.785,0.0,love still getting using far great reading watching movies have tried show part yet highly recommend cover also used stand otherwise heavy holding reading watching movie
43,B0083PWAPW,5,6,6,loved Kindle right out the box works for because tech geek who knows anything better What you see onscreen displayed here Amazon what you get Have had week now and have fallen love with The price you can beat first book ordered was Faith the Valley Iyanla Vanzant Powerful Keeper The sound awesome and the usb cord that came with all needed keep powered When not use just connect computer you don have computer suggest that you purchase the adapter you can buy one Walmart for the same price reduced amount when you order the KFHD you don you will have pay the full price Also would suggest getting the case for purchased the Fintie brand Leopard case after ordered Can wait for arrive They have great collection here for the inch years old can understand how use right out the box belive you can too Get know first and away you Smiling This one works for and after showing two other people they loved mine and decided last week order them one because the fast service UPS before Christmas Ladies work love but they need keep their paws AND eyes off Kindle Fire like tell them Get your own girlfriend FYI Also when running computer virus checks Kindle hooked computer usb port and checks Kindle for virus can say works Just thought that would had problems with either Norton does make virus protection for tablets There another called Viper well Just thought keep tip top shape for long time Check out Youtube others who show you right out the box how use quickly and some its features AND how Amazon can protect just case its lost left someplace stolen Some folks got sticky fingers when comes this new Kindle Fire smiling dead serious people keep them check Enjoy sticky fingers when comes this new Kindle Fire smiling dead serious people keep them check Enjoy,0.07,0.838,0.09300000000000001,loved kindle right box works tech geek knows anything better what see onscreen displayed amazon have week fallen love the price beat first book ordered faith valley iyanla vanzant powerful keeper the sound awesome usb cord came needed keep powered when connect computer computer suggest purchase adapter buy one walmart price reduced amount order kfhd pay full price also suggest getting case purchased fintie brand leopard case ordered can wait arrive they great collection inch years old understand right box belive get know first away smiling this one works showing two people loved mine decided last week order one fast service ups christmas ladies work love need keep paws and eyes kindle fire like tell get girlfriend fyi also running computer virus checks kindle hooked computer usb port checks kindle virus say works just thought problems either norton make virus protection tablets there another called viper well just thought keep tip top shape long time check youtube others show right box quickly features and amazon protect case lost left someplace stolen some folks sticky fingers comes new kindle fire smiling dead serious people keep check enjoy sticky fingers comes new kindle fire smiling dead serious people keep check enjoy
44,B0083PWAPW,5,0,0,The Kindle Fire everything that wanted and more have lots exploring before find all its goodies,0.0,0.903,0.09699999999999999,the kindle fire everything wanted lots exploring find goodies
45,B00BWYRF7E,5,0,0,love kindle Have had for over year problems Love being able call FaceTime Amazon Customer Service feature for help Can add many social media Apps works great,0.38799999999999996,0.55,0.062,love kindle have year problems love able call facetime amazon customer service feature help can add many social media apps works great
46,B00BWYQ9YE,5,0,0,Very pleased Had little problem getting email set first but once got set great,0.301,0.636,0.064,very pleased had little problem getting email set first set great
47,B0083PWAPW,5,1,1,LOVE THE KINDLE The only down side very sensitive and often find myself advanced pages foward where was reading,0.218,0.691,0.091,love the kindle the side sensitive often find advanced pages foward reading
48,B0083PWAPW,5,137,121,own and have previously used regular Kindle for reading which preferred using over paperbacks The Fire remarkably even BETTER read from which came surprise since assumed would not match the reading experience the regular Kindle find the bright screen the Fire marvelous read from experience glare and can read for prolonged periods time with issues whatsoever The screen can read any lighting condition since bright For some people will tad TOO bright but believe you can adjust this the settings What really love about the Fire reading interface how makes BETTER reader How number ways First all love the feature that lets highlight passages that like simply running finger over them making them easy revisit later time used enjoy passages books but was generally too involved book get and look for pen skipped one the Fire functions stores all areas you can easily back your favorite parts well having simpler bookmark feature You can even share the passages you like social networks you into that sort thing All these things were possible with the regular Kindle reader but with this tablet they easier thanks intuitive responsive touch interface and actually find myself USING the features all the time The Fire also retains the ability change the size the font you reading quickly and easily Again this something that the previous Kindle could but find much more intuitive with the touch controls Once you get used the way the device works which doesn take long everything becomes second nature What else Page turns are smooth and seamless something the original Fire stuttered Turning pages incredibly slick you don even get that brief black flash that the regular Kindle performs refresh its pixels fact you can even PARTIALLY turn the pages just like real book You turn pages with quick swipe the thumb But you keep your thumb the screen page you can gently begin turn the page forward backward and hold where you want Very useful you quickly want back the last sentence two you read the previous page peek ahead see you near the end the chapter also find that love having color Kindle Although reading primarily black and white affair great have color when you perusing the covers the books your library well when you seeing the occasional picture generally read novels but perused comics and picture books and the Fire delivers stunning fashion Speaking that color screen and should mentioned that cramming resolution into screen marvel video also something that also couldn previous Kindle really fun read for bit bed and then catch quick episode Parks and Rec the Netflix app doesn look quite sharp does Samsung but looks darned good and feel like might get even better with downloaded movies opposed streaming watched trailer for Batman movie the demo unit Staples and was incredible what sealed the deal for The sound the Fire everything been hyped coming through crisp and loud also like the placement the speakers because you hold the tablet with both hands bounces off your palms and comes right back you although you can still hear just fine matter how you hold The Fire has some faults the charging time painfully slow with the included USB charger the power button hard find and the surface the back bit too slippery But these flaws are easy overlook all that get return from Fire truly makes look forward reading every night and lot fun build and browse digital library currently collecting Newberry Medal winners and the ease with which can quickly download these should also commended Read readers luded USB charger the power button hard find and the surface the back bit too slippery But these flaws are easy overlook all that get return from Fire truly makes look forward reading every night and lot fun build and browse digital library currently collecting Newberry Medal winners and the ease with which can quickly download these should also commended Read readers,0.184,0.763,0.054000000000000006,previously used regular kindle reading preferred using paperbacks the fire remarkably even better read came surprise since assumed match reading experience regular kindle find bright screen fire marvelous read experience glare read prolonged periods time issues whatsoever the screen read lighting condition since bright for people tad too bright believe adjust settings what really love fire reading interface makes better reader how number ways first love feature lets highlight passages like simply running finger making easy revisit later time used enjoy passages books generally involved book look pen skipped one fire functions stores areas easily back favorite parts well simpler bookmark feature you even share passages like social networks sort thing all things possible regular kindle reader tablet easier thanks intuitive responsive touch interface actually find using features time the fire also retains ability change size font reading quickly easily again something previous kindle could find much intuitive touch controls once used way device works take long everything becomes second nature what else page turns smooth seamless something original fire stuttered turning pages incredibly slick even brief black flash regular kindle performs refresh pixels fact even partially turn pages like real book you turn pages quick swipe thumb but keep thumb screen page gently begin turn page forward backward hold want very useful quickly want back last sentence two read previous page peek ahead see near end chapter also find love color kindle although reading primarily black white affair great color perusing covers books library well seeing occasional picture generally read novels perused comics picture books fire delivers stunning fashion speaking color screen mentioned cramming resolution screen marvel video also something also previous kindle really fun read bit bed catch quick episode parks rec netflix app look quite sharp samsung looks darned good feel like might even better downloaded movies opposed streaming watched trailer batman movie demo unit staples incredible sealed deal the sound fire everything hyped coming crisp loud also like placement speakers hold tablet hands bounces palms comes right back although still hear fine matter hold the fire faults charging time painfully slow included usb charger power button hard find surface back bit slippery but flaws easy overlook return fire truly makes look forward reading every night lot fun build browse digital library currently collecting newberry medal winners ease quickly download also commended read readers luded usb charger power button hard find surface back bit slippery but flaws easy overlook return fire truly makes look forward reading every night lot fun build browse digital library currently collecting newberry medal winners ease quickly download also commended read readers
