"product_id","star_rating","review_body"
"B0051VVOB2","4","I have thoroughly enjoyed my Kindle Fire since it arrived in Nov. It has taken over a ton of the duties my Android phone once had to do. I am very happy with it.  The screen size is perfect and it is light enough to be easy to use for an extended amount of time.   The Fire appstore does not have as many applications on it as the Google market.  I have found that a lot of the apps not yet on the amazon appstore work completely fine.  Wish the app venders would catch up and get their apps loaded onto the appstore. So many of them work perfectly on the Fire.    The media infrastructure was the killer-app for me. I have wanted a highly mobile device that I could watch Netflix, Amazon Videos, and my own personal media server media on. I hated having to pull out the laptop to do this.  Now I can access all three from this one tablet. Superb. Amazon Video on the Fire is oustanding quality.  Netflix is very good too, though Amazon obviously knew how to get the most out of the Fire for their own purposes.   I use my Kindle Fire for everything except my primary reading device.  I still prefer the e-ink Kindle Reader for my voluminous book reading. Loving all my Kindles.  The only issue I have seen with my Fire is that the audio appears to be messed up when plugged into a external sound system.  It has a ferocious hiss that may require me to contact customer service to fix it. Problem doesn't arise when listening through the internal speakers.  Otherwise I am very happy with the Fire. Great price, great function.  Couldn't be happier."
"B0051VVOB2","5","Before purchasing the Kindle Fire, I had been using a Samsung Galaxy Tab. I bought my wife the Kindle Fire for her birthday and I was very impressed with its usefulness and utility. Aside from the fact that the Fire does not take photos, I am easily able to surf the web and use it as a replacement for my tab device. The electronic books are impossible to put down once you start reading them. There is something about the page format that is compelling to the reader and encourages you to keep reading. I am not certain why this is. You will have to be careful to turn the device off completely when not in use; otherwise, the batteries will run down quickly. Unlike my wife's original Kindle, this device does not have network access and can only be used with wi-fi. This trait is fine when you have easy access to wi-fi -- but, not so good if you are using it in a more remote location. I can also say that, when opening up web pages in the browser, the font is very small and can sometimes be difficult for older eyes to read. Enlarging the font or the page is possible, but then the page does not comfortably fit onto the screen. Overall, this is an excellent device and suits my needs perfectly."
"B0051VVOB2","2","I purchased 2 of these for my kids as an alternative to an iPad. While Santa hasn't delivered these yet, my initial impression is that Amazon has a lot of kinks to work out.  Pros: Brilliant color, quick access to primary functions that are very user friendly (books, video, music, etc). Whispersync is great as I hate having to manually sync my phone to my computer.  Cons: While a password can be required to unlock the Fire, there's no password required to make purchases through the tablet. That means kids can buy apps, movies, books and the like directly from your account without your knowledge or approval.   You know how you can buy DVDs and Blu Rays with a digital copy for a few dollars more? Yeah, you can't view those digital copies on your Fire. Fire only supports 2 file types and neither are defaults on those digital copies. So you have to either buy converter software and spend a lot of time converting those movies, or buy digital versions directly from Amazon which means you can't watch the movie anyplace else unless you can hook up your computer to your TV. If you choose to convert your movies they must be manually moved to the Fire (you'll need to buy a micro USB cable and hook up to your computer - Whispersync won't help you here), then those videos won't be in the video tab, they'll be in the Gallery which is a pain to find, and the videos won't be labeled.   These two cons are pretty big for me and if it weren't so close to Christmas I'd return these and get something else."
"B0051VVOB2","1","A media reader/viewer without volume controls? Come on! The touchscreen is not very sensitive - very laggy performance. I love the compact size and light heft of a 7-inch tablet, but  I'm waiting for the next version."
"B0051VVOB2","5","The Kindle Fire is no monster-storage powerhouse, but it functions just as it is described and I have loved it as an e-book reader, as a web browser/media device, and as a place to use apps.   The aforementioned order is in line with its strengths with E-book reader being the strongest selling point followed by being a web browser and an app device.   The Fire does most things correctly. The E-reader is usable and fast without that blasted blinking that happens with the regular Kindles. It works very smooth for reading novels. The web browsing and Email are very well designed for the device and have a nice feature that increases speed. Amazon allows the Kindle to process some back-end data on its servers (the cloud) which helps speed up Internet access even when you don't have the best connection. Apps are only as good as the developers. Angry Birds runs perfectly, as well as those made from other well known phone app developers. An issue that has arisen is that since there are less apps (as of the moment) than on regular phone app stores the crappy ones stand out more. There are also less apps in general which will turn some people off.   The biggest flaw is the memory situation. ~6.5 gigs of usable space is a deterrent to many (considering there is no micro SD slot). This is not that bad if you mainly want the device for books and internet as I do. I will put choice songs or albums on the device, but I have never been much for watching movies on the go. I use the device as a way to pick it up for a quick read and then get back to work (at which point I can use it to check email, etc.) The battery only lasts for about 8 hours of use, but that is expected for a tablet and is not a deterrent to use if you are someone who is at home or at the office for long spans of time.   Overall, this device is meant to be bought for reading books and web browsing smoothly and accurately and with all the other features as cool/quality perks. (IMO)"
"B0051VVOB2","3","The kindle fire is compact and dazzling but the size means you'll want to use it one handed.  It's TOO heavy for one handed use for very long.  The touch is perfect for one handed.  Feather light.  These purchases were for my wife so weight is important.  It's an ereader, not an iPad.  (Amazon states that about the Fire also).  The iPad is heaver but the size is ideal for 2 handed use or in a lap.  I hope Apple doesn't create a smaller iPad as I'm sure it would have the same problem."
"B0051VVOB2","5","I've used both the iPad and the Fire.  In my opinion, the Fire is not a direct competitor to the iPad.  The Fire lets me do what I want quickly and easily.  Great apps, email, browsing are all easily done.  I have read comments from some so-called \\""usability\\"" experts complaining about the size of the touch screen and fat fingering input.  Well, it's a 7 inch screen.  Smaller than the iPad...it will be more compact.  I wonder what qualifies one as a uasbility expert, anyway?<br /><br />That being said, the device won't please everyone.  If you are looking for a computer replacement, you will be disappointed.  So far, my books, magazines, movies, music and apps run well.  It has exceeded expectations.  Measure the device against intended use, and not wishful thinking.<br /><br />EDIT:  I want to make sure that I include my hands on experience with the Fire, as many of the negative reviews fail to do so.  I've owned Kindles in one form or another since version one.  This is a different machine altogether.  I use it every day for reading, videos, email, work and applications (mostly games).  I have not had any significant interface issues.  Yes, there are times that you need to press more than once on the touch screen.  But I've had this issue with other touch screen devices, and given some experience you learn how to touch the screen (firm press for about 2 seconds) to get it to work.  Browsing is more than adequate.  Is it comparable to my desktop computer?  No.  But I don't expect it to be.  However, it is sufficient to let me browse what I want, where I want, and when I want.  It is fast enough, and I have not had any issues with speed that I consider out of the ordinary.<br /><br />Now, for the button issues.  First, I am happy there is no volume button on the outside of the unit.  One less thing to hit and adjust while holding the Fire.  It is a simple screen touch to bring the volume up.  As for the power button, I've never hit it accidentally.  I don't know why this is an issue for some.  I handle my Fire in a case, and outside the case as well, and I have never turned off the Fire accidentally.<br /><br />The app store has all that I want.  I have side-loaded a few apps that I use on my Android phone to the Fire that aren't in the Kindle App store (Yahoo Fantasy Football, for example).  You can do that by saving the executable file to your computer and loading to the Fire.  There are instructions all over the net to do it. However, I find the selection of apps to be sufficient, and I have no issues with the store.  I understand Amazon's desire to limit the number of apps available and to have some control over their ecosystem.<br /><br />All in all, a fantastic product for me.  So much so that I'm giving my iPad 2 to my son.  Just don't need it anymore.<br /><br />PS...typed on my Fire.this is an issue for some.  I handle my Fire in a case, and outside the case as well, and I have never turned off the Fire accidentally.<br /><br />The app store has all that I want.  I have side-loaded a few apps that I use on my Android phone to the Fire that aren't in the Kindle App store (Yahoo Fantasy Football, for example).  You can do that by saving the executable file to your computer and loading to the Fire.  There are instructions all over the net to do it. However, I find the selection of apps to be sufficient, and I have no issues with the store.  I understand Amazon's desire to limit the number of apps available and to have some control over their ecosystem.<br /><br />All in all, a fantastic product for me.  So much so that I'm giving my iPad 2 to my son.  Just don't need it anymore.<br /><br />PS...typed on my Fire."
"B0051VVOB2","4","To be perfect, Kindle only need to add a microphone and you got all in one!!! I got my Kindle Fire this Christmas and I simply love it."
"B0051VVOB2","5","I actually received the Kindle Fire as a gift from my husband. The first thing I noticed was the weight of it. At first it felt a little too heavy but after a while your wrist stops hurting.  I mainly wanted this to read my books and it has its pros and cons<br />  The pros as an e-reader: very easy to add bookmarks, change pages, adjust the screen<br />  The cons as an e-reader: very heavy if you are used to the lightweight kindles and I was surprised the screen doesn't look the same. That was the hardest thing for me to get over was that it didn't look like all the other kindles. A little hard on the eyes at first but with you being able to adjust the screen color and brightness it gets better.<br />  Over all the kindle is awesome. I gave this five stars because of all the neat features. My magazines look breathtaking on this, the apps are really cool and actually most are the same as on my iphone. And, when it comes to surfing the net or visiting websites it is a lot faster than I had expected.<br />  All in all this was a great buy for an affordable price (well, little money from my husband's wallet) and I would highly recommend getting one.  The hard part now is trying to get my husband and one year old daughter away from my Kindle Fire!"
"B0051VVOB2","3","I was super excited to get my Kindle Fire and have been pleased with the games, books, and video. However, I was really looking forward to using the internet on my new Kindle since I currently use my iPhone for Internet access and the screen is just too tiny for extensive searches. I have been extremely disappointed with how SLOW the Internet is. I know it's not just my WiFi because the pages load twice as fast when I use my iPhone on the WiFi. I get so frustrated that I tend to just go back to my iPhone for Internet use which is frustrating since Internet access was one if the main reasons I got the Kindle. Other than that, I have been very pleased with my Kindle Fire."
"B0051VVOB2","5","I love this thing. Never thought I'd like a kindle better than a book, but this is a VERY close second. I'm sorry I waited so long to get one."
"B0051VVOB2","4","I gave my husband this item for his birthday and he really likes it.  He couldn't wait to play with it and has already downloaded a book.  I have the Nook and am considering switching to the Kindle."
"B0051VVOB2","5","Love it...still getting use to using it but so far great for reading and watching movies. Have not tried the TV show part yet. I highly recommend you get a cover that can also be used as a stand, otherwise it does get heavy holding it while reading or watching a movie."
"B0051VVOB2","5","I was originally torn between the new Nook color and the Kindle Fire. As we have one Nook already in the house I wasn't sure I wanted another one. As Christmas drew near and the decision to choose my next e-reader weighed on my mind - I opted for the Kindle Fire, despite the negative criticism it has received and am very glad I did.   After reviewing the product and using it now for a week - I can say with confidence that the Kindle Fire has everything to make even the most skeptical consumer happy. I was just such a consumer and was almost mislead by the negative press. However, being an independent free thinker I chose the Amazon product because I love Amazon and consider myself an Amazon Nut! I The negative complaints about Kindle Fire are not justified in todays technologically advanced society. The touch screen volume control almost steered me toward the Nook --but truly has not been an issue at all as the touch screen volume control is conveniently located and that was a serius concern for me. I like the idea of a physical volume control on the side of Nook, but honestly I love the Fire so much it hasn't even had any impact on my use at all. The lack of external audio and video output, well lets face it, its an e-reader not a television, but I will say that I have indeed watched movies already on the Fire and love that feature, but I can access the same content through my computer, which can hook up to my TV, my cell phone and or my Nintendo Wii -- so why would I need to hook up my Kindle Fire to my TV? I don't know --seems like a silly, unnecessary additional expense if you ask me. The picture on the screen is amazing. The touch screen has sufficient sensors despite the negative reviews, I have had zero issues with the touchscreen --it works perfect. The security updates seem to be sufficient and password protection is available and should be used. The brightnss level is not an issue as i saw someme complaints about being too bright at night in bed, well if it is too bright even on its loewest setting then change the background from white to black - simple fix! The battery complaint had me truly worried, because a long lasting battery is necessary with such an item --but I keep my brightness turned down pretty low and I have used it for 3-4 hours straight playing games, downloading apps, watching movies, reading emails, and of course reading books and my battery has never drained itself. So I have no complaints with the battery life or brightness of the device. The Kindle Fire is so awesome I just love it.  In a nutshell --all the negative criticism in the weeks before Christmas had me worried, but I stuck with Amazons reputation for greatness and made that my single Christmas request this year. I was not and am not disappointed in the least. In fact most of the criticisms I read about don't hold water. The security issues \\""YES\\"" were critical, I agree, but they have been addressed, so if yu are considering the KINDLE FIRE I say GO for IT! I was very skeptical, but trusted the Amazon reputation and I have not been disappointed in the least. As a household with both a Nook Color and now a Kindle Fire I can honestly say I would choose the Kindle Fire again tomorrow over any other e-reader out there!  Thank you Amazon. What a great product!"
"B0051VVOB2","5","I love it!! It does everything I was expecting it to do.  It isn't an IPAD, if I had wanted an IPAD I would have bought an IPAD. My books are in vibrant color the video streaming is great.  I just downloaded Bon Apetit magazine and was very impressed with the pages and it looks just like the magazine is in my hand except magazines won't get piled up around the house.  The only draw back that I have is I wish it had 3G like my regular Kindle.  I want to be able to buy a book anywhere I'm at without having to hook up to someone else's or even my own wireless connection."
"B0051VVOB2","5","My husband is an avid reader and this was the perfect gift for him.  He has bad eyesight and you can change the font size and there is a light.  He can reader with the bedroom lights out.  He downloads hundreds of books so he does not have to go anywhere to get more material.  He loves it...."
"B0051VVOB2","3","I received my Kindle Fire about 3 weeks ago. I have yet to access it. I knew it had Wi-Fi built in but really wasn't sure how that worked. I don't have a wireless router at home so need to go somewhere to set it up or buy a wireless router, which is expensive and has to be set up in the home, which I know nothing about. I'm very frustrated and had I known what it entailed to get going on it, I might not have bought it."
"B0051VVOB2","1","Kindle Fire is useless outside US. You are not able to get any application nor movies or support even though you want to pay for them. Don't ever buy this product from AMAZON. I'm just disappointed of their policy. US ONLY???  WTF...  I'm not a big client, but they just lose one more."
"B0051VVOB2","5","Kindle Fire is great for what it is. It isn't an iPad.  It is a little buggy. But I remember the iPhone when it first came out. It was much more limited in its abilities and much more buggy. Upgrades straightened out many of the problems as I imagine they will with the Fire. It's a wonderful little device. I take it with me everywhere!"
"B0051VVOB2","2","i love its price....but it was slow and it felt like too much work. ive used an i pad and it was 10 times better. and no im not an apple fan. no i phone or mac's in my house. i wish the fire was better and love amazon as a service...but the fire was no worth it."
"B0051VVOB2","4","I will be the first to admit that I am a longtime Apple lover. I have had many generations of iPods, recently got my MacBook and my iPhone. Not to mention I have been lusting after the iPad since its introduction. I could not bring myself nor convince my husband to pay the steep price of $499 for a tablet. Enter the Kindle Fire. I received it as a Christmas gift and I instantly fell in love. Sure it doesn't have video or camera capability, but with all the smartphone technology these days is that really necessary for a tablet ? Not in my humble opinion. I'm a big reader and like to read multiple books at the same time - this works beautifully for that purpose. We went to the beach this past weekend for New Years and I read two books on the Kindle Fire this weekend. Absolutely wonderful !!! And it sure beats carrying around a stack of books that I may not get to thats for sure. Another great benefit of the Kindle vs the iPad is the HUGE selection on eBooks in the Kindle store. The majority of the times the prices in the Kindle store are competitive to the iBook store, if not cheaper sometimes.<br /><br />The battery life is impressive. I can go a few days without charging it, as long as I keep my activity low key like reading or checking email. Now playing angry birds for hours in a row like my husband did on New Years will drain the battery, so be warned :) !<br /><br />Another benefit is the apps are a lot cheaper in the Kindle store than they are in the iTunes App store. Plants vs Zombies will run you 4.99 in the iTunes store compared to $1.49 in the Kindle Store - one of many example.<br /><br />As far as the actual Kindle itself, its the size of a paperback novel so not too heavy. Its very simple to use, you can easily go back and forth between applications, books and the web. Email and web browsing are simple to use. The touch screen technology is great, with minor delays sometimes but usually not.<br /><br />If you are looking for a tablet thats not as steep as the iPad, dont necessarily need 3G, video or camera capability - this is the tablet for you. Highly recommended !deo or camera capability - this is the tablet for you. Highly recommended !"
"B0051VVOB2","5","This is my second Kindle and for me this is great since it is not as small as my smart phone and I can do almost the same thing (docs on the Kindle...pics on the phone).  I'm confined to bed for long periods and this has been wonderful for me since it is not as heavy as a laptop.  It does everything and more for my needs and would highly recommend it for anyone."
"B0051VVOB2","3","My Fire is my 3rd Kindle. I loved the original, and the 3rd Gen (now called the Keyboard) is as close to perfection as the e-ink style could be. I have now had my Fire for several months, and it is true that I use it nearly daily. Since I read mostly news, magazines, and free current content rather than books, the Pulse app on the Fire is a one step alternative to using Calibre and a cable each day to side load content to the Kindle Keyboard. The sad part is, that nearly everything on the Fire relies on wifi availability at the time you are reading it, including your own 'cloud' library, AND including magazine purchased subscription content from Amazon. Even if I can see the magazine cover on my carousel, if I'm not near a working hotspot, I can't read complete articles in the magazines.  I have a hotspot on my cell phone, (Verizon) and whenever I am away from wifi, (ie at work, or sitting on a beach or in a nice park somewhere..) I attempt to use the Hotspot. I always get a very strong connection phone to kindle, but rarely does this result in a web page actually opening on the kindle. At the same location I am able to browse the web with the phone so it is evident the signal is there. So, since Amazon has chosen to withhold the option for internet access...despite the technological availability, I will regretfully be looking at the Apple alternative very soon. It truly saddens me that Amazon came SO CLOSE and yet chose to deprive its loyal customers by holding back on this most important feature."
"B0051VVOB2","5","For the price and everything I like to do with a tablet.......perfect!  Love the size for traveling, fits perfect in the purse."
"B0051VVOB2","5","The new Kindle Fire is a great device.  I love everything about it for the money.  I have owned every other Kindle, and this is by far the best."
"B0051VVOB2","5","Got the Fire for Xmas and couldn't be more pleased. The internet and apps are fast with very little to no hesitation when clicked. The screen is just the right size and the colors/graphics are really sharp. I think this is a great tablet and a much better price than the iPad. The only negative I would say is that there aren't that many apps available, but I'm sure that will change in time. I also like how there are 2 buttons on the device, \\""Cloud\\"" and \\""Device\\"". I like that you can access the Cloud right on the Fire. Huge time saver."
"B0051VVOB2","4","I do love my new Kendle Fire. I am having trouble keeping a movie playing, but I will get everything in order. I am loving playing games and all with it."
"B0051VVOB2","5","I love the Kindle Fire.  I look at Netflix movies, post to Facebook, send & receive e-mail, browse, play games and  read a lot.  It is very user friendly.  Only thing to make it better would have been 3G.  Not sorry I got it in the least!  Portable and lightweight, perfect to pop in my purse."
"B0051VVOB2","5","My husband already had a Kindle but complained about having to use the clip-on light so I decided to get him the Kindle fire.  He really enjoys it plus all the wonderful features it has."
"B0051VVOB2","4","I have had my Fire for a year and I love it! This is a good device. Responsive screen and good graphics even without hd. I am amazed at some of the things it does and it is very quick when hooked up to wifi."
"B0051VVOB2","5","This is a great device for a great price.  Books, magazines, apps, email, and video- I use it everyday.  Amazon has always provided me with good service and I have been in third world countries!"
"B0051VVOB2","1","I returned mine after about two weeks. My biggest complaint is that Amazon limits what you can download from the Android App store. This basically forces you to use their version of the web browser to complete basic tasks. It is great for reading although it is a little heavy for its size. I would just spend the additional money to get a laptop as the ipad/tablet are useless as far as I'm concerned as I refer the keyboard to the touch screen."
"B0051VVOB2","4","I love my kindle fire!! Ive done my research on which tablet to buy from all different brands and I think for its price verses its features it a steal purchase. I agree its a little heavy after holding it for long lengths of time but the fire is on the lighter side compared to the ipad. All rounder great investment because of all the features available. Only problem I have is because I don't live in the States anymore I can no longer purchase new movie, games or magazines to read but that's not a downfall of the kindle just a matter of some features no longer available. Highly recommend."
"B0051VVOB2","4","I like the fire i really haven't had anyproblems with it except there is 2 books that i have been reading that i can't download still i hope they fix it soon so i can finish the books"
"B0051VVOB2","3","I loved this product and functionality,I got what I expected. But for some reason it doesn't connect wifi equipment from Netgear.... Which is really frustraiting. It connects with all wifi but netgear...  Thanks"
"B0051VVOB2","5","Best purchase I made from Amazon last year.  I've read five books since Christmas, and can't believe how easy it is.  And the apps are fantastic...  '"
"B0051VVOB2","1","The Kindle Fire is terrrible! Have been a very loyal Kindle customer since it first came out, bought one of the first ones. It started going and purchased the Fire. It is a terrible product. It is not intuitive at all. Tried to use the Fire for a while, but have not been able to get use out of it. The only thing it is good for is reading in bed, that is it. Was so disappointed that had to purchase the standard Kindle reader again. That works fine. Contacted customer service to see if they would work through a return of this terrible product and they are stead fast on buyer beware beyond 30 days. They will take a return and say you can get a tradein credit up to 80%, but it could be 20%. You just have to send it in and trust they would do the right thing. Based on experience with them, I would not trust them. We have purchased thousands of dollars of e-books through the years from Amazon for the Kindle and to be treated like this is terrible. I would highly recomend going to a place like Barnes & Noble where you can see and touch and use the product and go into the store if you have a problem. We have never had a return problem like this with Barnes & Noble. I cannot believe this is a policy that the CEO would endorse and would want to do to a loyal customer."
"B0051VVOB2","5","this is my first tablet i cant put it down, i had to come on here to let anyone with and  doubt know that they need to get this!!! ipad huh whats that??? thank u so much amazon!this was my bday  gift im so gratful to own a tablet thanks for making  an affordable one."
"B0051VVOB2","4","I am not a technical person so the Kindle Fire has everything that I need or want to play with. I have read books, watched movies, played games, checked the internet. It has worked fine for me. I though the movie quality was excellent. Really enjoying it so far."
"B0051VVOB2","5","Kindle Fire was purchased in February 2012, and to date we have had excellent results.  Wifi connections are easy, and download of apps are done perfectly.  Also, very easy for our Grandchildren to use."
"B0051VVOB2","4","I really like the Kindle Fire. It's convenient to be able to have your instant video library, books, music, and even apps for games and such. The touch screen is very sensitive to touch, which is good. However, the Kindle Fire lacks text-to-speech and the volume control is not easily accessible on the outside of the device. The touch screen is a bit touchy or sensitive at times that the wrong item is pressed at times. Other than those few things, it's great. It would be nice if amazon came out with a software update or something for it that covered all these bases/"
"B0051VVOB2","2","As a lifelong techie geek I had to have a kindle fire.   Pros: small and fits in purse, syncing is great and adding addl files. Surfing net is ok and the apps I am finding for free are worthwhile. The screen and video are of the finest quality.  Cons: I cannot adjust volume easily, I lose Internet  when I get more than a few yards from router. I got this primarily to watch movies on the net but if I get to far in my house it is useless.   I do have an iPad and hands down this is no match to the iPad. I can actually work at home with the pad and not the KF.  I would retun it but too lazy to do so.   Will be a nice tool or kids for fun but no serious work, or for older Indiviuals it would be easy to use."
"B0051VVOB2","5","I am very pleased with my Kindle Fire. It is exactly what I expected and does exactly what they say it does. The interface is quick and intuitive and the web browsing is very fast. Movies and TV stream perfectly. Apps work great. For long term reading, it could get tiresome on the eyes, however, I own an older Kindle that works perfect for this function.  Anyone comparing it to an ipad really needs to get their head checked. It's not an ipad and doesn't try to be. Read the technical specifications before you buy it so that you know what to expect. Make sure that it meets your needs. For a $200 device, the Fire is fantastic! And it's even better if you're an Amazon Prime member."
"B0051VVOB2","2","Anyone know if the kindle fire is going to be on sale for cyber monday?  I want this so bad but dont know if i want to pay the 200 for it."
"B0051VVOB2","5","I love my kindle.  Use it all the time, would not travel without it!  Color is really great, reading is very easy.  Jo"
"B0051VVOB2","5","I love my Kindle Fire.  There is so much that you can do on it.  You can read books, play games alone or with friends, you can go online, receive multiple emails accounts.  I downloaded a Bible and you can take notes.  It is like a mini computer because you can take it everywhere, even to church and it is not heavy and bulky.  Mine fits right in by pocketbook.  I bought this item on Amazon."
"B0051VVOB2","5","I absolutley LOVE my Kindle Fire! As stated above it works better than my computer (DO NOT EVER BUY A VISTA, WORST MISTAKE I EVER, EVER MADE)and my Android. Some downfalls would be, older Kindle games are not available on the Fire, the A/C Adaper cord NEEDS to be LONGER (*knock* *knock*, Amazon? Are you listening??) or maybe I need to work on my furnature arrangments becuase there's is no where in my house for me to sit comfortly (unless on the floor by the wall) and use my Kindle while plugged in. On the $79 Kindle, that I just bought my mother for her birthday she has this really, really long USB cord that you use to charge the device and transfer files, if I use the adapter (sold seperatly) to plug into the wall I'd have so much more freedom to camp where I want to use my Fire while charging. Only thing is you can only get this cord when you buy the original Kindle. All in all I LOVE MY FIRE and would recommend it to anyone and have done so. JUST GET ME A CORD LONG ENOUGH TO ENJOY IT EVEN MORE, AMAZON!! :D"
"B0051VVOB2","5","Great inexpensive tablet. I have used it for about a week now. It's inexpensive and does everything I need it to- games, music, videos, not to mention screen looks good too."
"B0051VVOB2","5","great item for the price<br />great item will shop for more it meet what i was looking for kids are happy thank you see you soon"
"B0051VVOB2","3","I am a current iPad2 user and you know of course if we all could have iPads we would. Even $199 is still up the budget, but I am still looking into a kindle for school. People need to look at other compairisons, not Amazons*. Amazon is telling you all the doubts about the iPad but theres one problem that might affect a lot of people.... THERE IS NO CAMERA people, you cant use skype with video, is only good for reading, games and thats it, I would get and iPad for a tablet, because a kindle is meant for reading, but the screen is too small for what they are trying to do! And speaking of that the commersiael amazon just made with that random mom with 2 Kindle Fires and 1 kindle touch, but the kindle is better for reading, and the guy in the tv is right, the iPad is better for video, movies and viewing anything!"
"B0051VVOB2","3","I purchased the Kindle Fire as a Christmas gift for my wife.  I did not expect it to be an iPad killer and I was right!  It works just fine as a reader, I also have a Kindle Keyboard, but beyond that it is lacking... I had hoped that Silk was something that would improve browsing, instead it turned out to be the most kluberish excuse for a browser I have experienced. It is much like Windows 5 on their smart phone a couple of years ago, painfully slow! I mean 386 on a modem slow! I have Comcast high speed cable with a gigabit wireless router so the bottleneck is NOT in my network.<br /><br />I am not completely dissatisfied with the Fire, as I said, it is a very good reader and for the money it was a worthwhile purchase, I just wish the browser function was a fraction of what was advertised."
"B0051VVOB2","1","I was happy with Kindle fire until we set up a new network and now it will not pick up our wifi modem.everthing else in our home will connect so why not Kindle? Is there some secret? I have selected \\""add a new network\\"" but still no luck, help.<br />Thank you, Robert Gregory"
"B0051VVOB2","4","I may need new eyeglass prescription soon, but I am really enjoying the portability and accesability of the Fire. The price cannot be beat. Four and one-half stars. No more laptops for me."
"B0051VVOB2","5","I love my kindle fire - i use it to read books, browse the net and view powerpoint presentations... exactly why i bought it and its perfect. Although i cannot purchase music because i am an international buyer i am conformed that i can buy books with one click and i can preview them as well - absolutely great!"
